# N=13 left-block {0..6} candidate ranking  (optimistic total = main + vert)
# WM=9 wm0=[3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 3] lm0=[1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1]
# opt_total   main   vert  word
        726    428    298  flexivoortjes
        726    428    298  flexiseksuele
        726    428    298  flexiseksueel
        726    428    298  flexikokertje
        726    428    298  delfschachtje
        726    428    298  cultuurvolkje
        726    428    298  cryptanalyses
        726    428    298  chauffeurtjes
        726    428    298  chauffeursjas
        726    428    298  bodyshapertje
        726    428    298  bodybuildster
        726    428    298  blauwspechtje
        726    428    298  blauwschimmel
        726    428    298  blauwschillig
        726    428    298  blauwschildje
        726    428    298  blauwlichtjes
        726    428    298  babyziektetje
        726    428    298  babyzeehondje
        726    428    298  babyspeelzaal
        726    428    298  babyspeeltjes
        726    428    298  babyskeletjes
        726    428    298  babyrovertjes
        726    428    298  babymammoetje
        726    428    298  babykleurigen
        726    428    298  babykleertjes
        726    428    298  babykamertjes
        726    428    298  babyjongetjes
        726    428    298  babydolletjes
        725    446    279  xylografische
        725    446    279  hypercomplexe
        725    446    279  chalcedonyxen
        725    437    288  quicksteppend
        725    437    288  muzieklyceums
        725    437    288  hockeystickje
        725    437    288  hockeymatches
        725    437    288  hockeyfacetje
        725    437    288  hockeydwergje
        725    437    288  hockeycentrum
        725    437    288  dyslecticusje
        725    437    288  cyclamenkleur
        725    437    288  cryptologisch
        725    437    288  cowboyhemdjes
        725    437    288  cowboyheldjes
        725    428    297  zuigschijfjes
        725    428    297  zalmschouwtje
        725    428    297  wolchinchilla
        725    428    297  wielvluchtjes
        725    428    297  schaduwweduwe
        725    428    297  pijlschachtje
        725    428    297  klipzwaluwtje
        725    428    297  fuckschooltje
        725    428    297  dubbelcheckje
        725    428    297  dijkzwaluwtje
        725    428    297  crawlzwemmers
        725    428    297  compascuumpje
        725    428    297  clubgebouwtje
        725    428    297  cargovluchtje
        725    428    297  campingvlucht
        725    428    297  bijlschachtje
        725    419    306  hofjuffertjes
        725    419    306  cachectischen
        725    419    306  buffelkalfjes
        724    446    278  quarkexpertje
        724    437    287  whiskybrouwer
        724    437    287  whiskyachtigs
        724    437    287  quizachtigere
        724    437    287  nieuwsquizzen
        724    437    287  liedcyclusjes
        724    437    287  hygroscopisch
        724    437    287  huurquotetjes
        724    437    287  curryachtigst
        724    428    296  weduwdrachtje
        724    428    296  wachtscheepje
        724    428    296  tochtschuwere
        724    428    296  tachoschijfje
        724    428    296  ponyachtigste
        724    428    296  ponyachtigers
        724    428    296  polysacharose
        724    428    296  polysacharide
        724    428    296  polyerotische
        724    428    296  polycratietje
        724    428    296  onhygienischt
        724    428    296  nachtschuifje
        724    428    296  labyrintische
        724    428    296  jazzcircuitje
        724    428    296  jachtwachters
        724    428    296  inexcusabelst
        724    428    296  gesquaredanst
        724    428    296  frequenterend
        724    428    296  frequenteerde
        724    428    296  etiquettetips
        724    428    296  etiquettegids
        724    428    296  enzymdefecten
        724    428    296  daiquirietjes
        724    428    296  cultuurpactje
        724    428    296  cultuurkwisje
        724    428    296  clusterfuckje
        724    428    296  calypsoritmes
        724    428    296  bodystockings
        724    428    296  bodysnatchers
        724    428    296  adjunctchefje
        724    428    296  acrylamidetje
        724    419    305  micrococcusje
        723    437    286  stamcelcowboy
        723    437    286  schizotypisch
        723    437    286  octyleenoxide
        723    437    286  muziekquizjes
        723    437    286  decyleenoxide
        723    437    286  cybervrouwtje
        723    437    286  cowboyachtige
        723    437    286  bankchequejes
        723    428    295  werpschichtje
        723    428    295  werkschuwheid
        723    428    295  puppyleeftijd
        723    428    295  cockneyaccent
        723    428    295  clubwatchster
        723    428    295  bullrallytjes
        723    419    304  wijfjesvalkje
        723    419    304  discochickjes
        723    419    304  clicheachtige
        723    419    304  circusscholen
        723    419    304  circusachtige
        723    419    304  circumspecter
        723    419    304  chocolaachtig
        723    419    304  calciumcarbid
        723    419    304  bacchantischt
        723    419    304  bacchanalisch
        722    428    294  yoghurtsausje
        722    428    294  yoghurtpakjes
        722    428    294  yoghurtijsjes
        722    428    294  vijfsyllabige
        722    428    294  tyfuslijertje
        722    428    294  natuuryoghurt
        722    428    294  koffieyoghurt
        722    428    294  huiszwaluwtje
        722    419    303  vijftigjukkig
        722    419    303  schuifcontact
        722    419    303  puzzelstukjes
        722    419    303  occultistisch
        722    419    303  nieuwbouwwerf
        722    419    303  nachtcactusje
        722    419    303  lucullusmalen
        722    419    303  knuffeljunkje
        722    419    303  jazzalbumpjes
        722    419    303  gluurfilmpjes
        722    419    303  buffelhuidjes
        722    419    303  accucelletjes
        721    437    284  examenjurytje
        721    437    284  duplexsysteem
        721    428    293  vruchtenmixen
        721    428    293  schaduwfiguur
        721    428    293  psychrofobere
        721    428    293  psychrofieler
        721    428    293  psychoterreur
        721    428    293  psychopatetje
        721    428    293  psychopaatjes
        721    428    293  psychonoompje
        721    428    293  psychologisme
        721    428    293  psychogrammen
        721    428    293  nepwhiskytjes
        721    428    293  lynchstertjes
        721    428    293  jumpstylertje
        721    428    293  jumboferrytje
        721    428    293  ijsgrizzlytje
        721    428    293  glycerinezalf
        721    428    293  fyllodiumpjes
        721    428    293  filmbuddytjes
        721    428    293  executeurtjes
        721    428    293  cycloonschade
        721    428    293  cyclocrosster
        721    428    293  cyclocrossers
        721    428    293  cyclecrosster
        721    428    293  cyclecrossers
        721    428    293  bouwexpertjes
        721    428    293  beachpartytje
        721    419    302  vruchtvorming
        721    419    302  vruchtvliezen
        721    419    302  vruchtknopjes
        721    419    302  vruchtjaartje
        721    419    302  vruchtgroepje
        721    419    302  vruchtblaasje
        721    419    302  vruchtblaadje
        721    419    302  vrachtstukjes
        721    419    302  vrachtruimpje
        721    419    302  vouwkoffertje
        721    419    302  vluchttunnels
        721    419    302  vluchtstertje
        721    419    302  vluchtruimten
        721    419    302  vluchtpaadjes
        721    419    302  vluchtlandjes
        721    419    302  vluchtkreetje
        721    419    302  vluchtkoersje
        721    419    302  vluchtkelders
        721    419    302  vluchtkeetjes
        721    419    302  vluchtkansjes
        721    419    302  vluchthoogtes
        721    419    302  vluchtgaatjes
        721    419    302  vluchtersduos
        721    419    302  verwulfseltje
        721    419    302  vakwerkbrugje
        721    419    302  uurwijzertjes
        721    419    302  uurcijfertjes
        721    419    302  subcultureels
        721    419    302  stuwbruggetje
        721    419    302  spachtelputzt
        721    419    302  slachtfilmpje
        721    419    302  showbizzblogs
        721    419    302  schuchterheid
        721    419    302  punctuurgroef
        721    419    302  prachtfilmpje
        721    419    302  pluchestofjes
        721    419    302  plucheplakker
        721    419    302  plichtstukjes
        721    419    302  perchloorzuur
        721    419    302  kluwenzuiltje
        721    419    302  kluchtboekjes
        721    419    302  kauwgummetjes
        721    419    302  kauwgumfirmas
        721    419    302  jachtbewijsje
        721    419    302  gruwelstukjes
        721    419    302  geschutbalkje
        721    419    302  fructuariusje
        721    419    302  fluweelmijtje
        721    419    302  epifysiolyses
        721    419    302  emocultuurtje
        721    419    302  egocultuurtje
        721    419    302  cultuurpausje
        721    419    302  cultuurhuizen
        721    419    302  cultuurbudget
        721    419    302  computeraccus
        721    419    302  burchtzaaltje
        721    419    302  burchtvoogdje
        721    419    302  burchtparkjes
        721    419    302  bouwvolumetje
        721    419    302  bitchfightjes
        721    419    302  beschuitbusje
        721    419    302  basculebrugje
        721    419    302  apicultuurtje
        721    419    302  afschrijfgeld
        720    437    283  rectachequeje
        720    428    292  zeefparenchym
        720    428    292  yoghurtsnacks
        720    428    292  walvisbabytje
        720    428    292  vrouwenlobbys
        720    428    292  tyfusbacillen
        720    428    292  taxusschorsje
        720    428    292  tachygraafjes
        720    428    292  symfonicusjes
        720    428    292  mythologische
        720    428    292  lymfeweefsels
        720    428    292  lymfeachtiger
        720    428    292  lymfachtigere
        720    428    292  luchttaxietje
        720    428    292  geofysicusjes
        720    428    292  excuusmoslima
        720    428    292  excursiebusje
        720    428    292  dithyrambisch
        720    428    292  biofysicusjes
        720    428    292  benzylalcohol
        720    428    292  bathyscaafjes
        720    419    301  zwijmelmuziek
        720    419    301  zuivelschapje
        720    419    301  zelfzuchtigen
        720    419    301  zalfgezichtje
        720    419    301  vijfschilligs
        720    419    301  vijfscheutigs
        720    419    301  verzuipschuit
        720    419    301  vervolgcursus
        720    419    301  vechtfilmpjes
        720    419    301  vacuumverpakt
        720    419    301  turfschuitjes
        720    419    301  tuchthuisboef
        720    419    301  texmexgroepje
        720    419    301  techmuseumpje
        720    419    301  stuurvrouwtje
        720    419    301  stuurplechtje
        720    419    301  stijfsellucht
        720    419    301  spouwmuurtjes
        720    419    301  slijkwurmpjes
        720    419    301  sepulcrumpjes
        720    419    301  scrupuleuzers
        720    419    301  schuurzooltje
        720    419    301  schuurvlakken
        720    419    301  schuurplankje
        720    419    301  schuurkerkjes
        720    419    301  schuurdeurtje
        720    419    301  schuurbergjes
        720    419    301  schutvormpjes
        720    419    301  schutkleurtje
        720    419    301  schurftvisjes
        720    419    301  schurftkopjes
        720    419    301  schulpzaagjes
        720    419    301  schulpvormigs
        720    419    301  schulplijntje
        720    419    301  schuldlijstje
        720    419    301  schuilhuisjes
        720    419    301  schuifuiltjes
        720    419    301  schuifpuitjes
        720    419    301  schuifklepjes
        720    419    301  schuifbalkjes
        720    419    301  puzzelachtigs
        720    419    301  potjescultuur
        720    419    301  parfumwalmpje
        720    419    301  parfumschapje
        720    419    301  parfumluchten
        720    419    301  luchtsluisjes
        720    419    301  luchthalletje
        720    419    301  luchtdrukking
        720    419    301  lichtkuurtjes
        720    419    301  kuifschelpjes
        720    419    301  korfbalclubje
        720    419    301  klauwafdrukje
        720    419    301  kijfzuchtigen
        720    419    301  kamferluchtje
        720    419    301  jukzwammetjes
        720    419    301  jufferachtigs
        720    419    301  jachtfluitjes
        720    419    301  ikcultuurtjes
        720    419    301  humusachtigst
        720    419    301  hoofdschuldje
        720    419    301  halfweghuisje
        720    419    301  grofschubbigs
        720    419    301  grafcultusjes
        720    419    301  geluidsvacuum
        720    419    301  gebuikschuifd
        720    419    301  foezelluchtje
        720    419    301  figuurzwemmer
        720    419    301  favusschimmel
        720    419    301  employability
        720    419    301  curvatuurtjes
        720    419    301  clavulaanzuur
        720    419    301  chauffeurspet
        720    419    301  buffelachtigs
        720    419    301  blauwhelmpjes
        720    419    301  babyboomertje
        720    410    310  kafferbuffels
        719    437    282  pylorusreflex
        719    437    282  hyperflexibel
        719    428    291  zweefchuutjes
        719    428    291  vakpsycholoog
        719    428    291  vakpsychologe
        719    428    291  synchronische
        719    428    291  stockexchange
        719    428    291  segwayachtige
        719    428    291  rugbywereldje
        719    428    291  psychosociale
        719    428    291  psychosociaal
        719    428    291  pericyclische
        719    428    291  hyperkubusjes
        719    428    291  hockeyveldjes
        719    428    291  hockeykampjes
        719    428    291  hockeyheldjes
        719    428    291  hockeybijbels
        719    428    291  hobbyachtigst
        719    428    291  fysicochemici
        719    428    291  fysicochemica
        719    428    291  eyecatchertje
        719    428    291  executricetje
        719    428    291  cyberconflict
        719    428    291  computerhypes
        719    428    291  circonflexeje
        719    419    300  zwichtingbout
        719    419    300  zwichtbordjes
        719    419    300  zucchettietje
        719    419    300  zoemvluchtjes
        719    419    300  wegwerpmuziek
        719    419    300  webcolumnpjes
        719    419    300  vouwschaaldak
        719    419    300  volksburchtje
        719    419    300  vluchtrisicos
        719    419    300  vlechtweefsel
        719    419    300  verwijsfiches
        719    419    300  uitwuiffuiven
        719    419    300  touwvlechters
        719    419    300  succursaletje
        719    419    300  slachtproduct
        719    419    300  sculptuurtjes
        719    419    300  rouwzwevertje
        719    419    300  reachtruckjes
        719    419    300  rampvluchtjes
        719    419    300  pulpschrijver
        719    419    300  practicumpjes
        719    419    300  prachtschotje
        719    419    300  prachtproduct
        719    419    300  plichtwerkjes
        719    419    300  plichtgetrouw
        719    419    300  plichtbewuste
        719    419    300  mouwschortjes
        719    419    300  melkschuurtje
        719    419    300  lunchworstjes
        719    419    300  lunchcafeetje
        719    419    300  kluwenhouwers
        719    419    300  klachtenvrouw
        719    419    300  kauwgumsector
        719    419    300  kauwgomwikkel
        719    419    300  kauwgomachtig
        719    419    300  hulpkrachtjes
        719    419    300  hulpgebouwtje
        719    419    300  hofwachtertje
        719    419    300  hofcircuitjes
        719    419    300  hijsschachtje
        719    419    300  herculischers
        719    419    300  goocheltrucje
        719    419    300  fluweelzwarte
        719    419    300  fluweelwevers
        719    419    300  eencelcultuur
        719    419    300  couchsurfende
        719    419    300  circuskampjes
        719    419    300  circusbeursje
        719    419    300  chocolavlekje
        719    419    300  chocolaflikje
        719    419    300  bouwspeurwerk
        719    419    300  bouwschooltje
        719    419    300  bouwprojectje
        719    419    300  bouwopzichter
        719    419    300  bouwobjectjes
        719    419    300  bouwknechtjes
        719    419    300  bouwclaimpjes
        719    419    300  bouwberichtje
        719    419    300  afschuwbaarst
        718    428    290  whiskyzuipers
        718    428    290  whiskykleurig
        718    428    290  whiskygeurtje
        718    428    290  whiskygebruik
        718    428    290  whiskyflesjes
        718    428    290  whiskybijbels
        718    428    290  vrouwencomedy
        718    428    290  quizprogramma
        718    428    290  privacyaspect
        718    428    290  onyxsteentjes
        718    428    290  muziekquizzen
        718    428    290  moutwhiskytje
        718    428    290  hydrocultures
        718    428    290  currykleurigs
        718    428    290  cherryflipjes
        718    428    290  beautycoaches
        718    428    290  anafylactisch
        718    419    299  zwijgachtigst
        718    419    299  zwavelwolkjes
        718    419    299  zenuwschokjes
        718    419    299  zelfzwichtend
        718    419    299  zeezwaluwtjes
        718    419    299  wijfjeswalvis
        718    419    299  wijfjesschaap
        718    419    299  walviswijfjes
        718    419    299  vuurschermpje
        718    419    299  vrouwencursus
        718    419    299  volumegewicht
        718    419    299  vacuummachine
        718    419    299  tuchtklachten
        718    419    299  sisyfusarbeid
        718    419    299  schuwlelijken
        718    419    299  schuurwondjes
        718    419    299  schuurwandjes
        718    419    299  schuurmachine
        718    419    299  schuuraanbouw
        718    419    299  schutterschap
        718    419    299  schutsvrouwen
        718    419    299  schurkachtige
        718    419    299  schuinschrift
        718    419    299  schuimwijntje
        718    419    299  schuimachtigs
        718    419    299  schuifschades
        718    419    299  schubachtiger
        718    419    299  royaltyblogje
        718    419    299  rechtssubject
        718    419    299  polyseksuelen
        718    419    299  polyploidetje
        718    419    299  polymetertjes
        718    419    299  polylingualen
        718    419    299  polyfonistjes
        718    419    299  polyamoreuzen
        718    419    299  plusschijfjes
        718    419    299  papyroloogjes
        718    419    299  papyrologetje
        718    419    299  pachtschulden
        718    419    299  opusculumpjes
        718    419    299  nieuwsvacuums
        718    419    299  nachtvluchten
        718    419    299  mobylettetjes
        718    419    299  machtswellust
        718    419    299  luchtdichtste
        718    419    299  luchtdichters
        718    419    299  lichtspectrum
        718    419    299  lichteffectje
        718    419    299  ladyphonetjes
        718    419    299  labyrintvisje
        718    419    299  kunstvluchtje
        718    419    299  jurydeelnames
        718    419    299  jazzclassicje
        718    419    299  jachtrechtjes
        718    419    299  halfschaduwen
        718    419    299  gruyerekaasje
        718    419    299  grauwspechtje
        718    419    299  grauwschimmel
        718    419    299  glijgewichtje
        718    419    299  fraudecheckje
        718    419    299  flexsalarisje
        718    419    299  flexmakelaars
        718    419    299  flexiemorfeem
        718    419    299  fenylmethanol
        718    419    299  faryngaaltjes
        718    419    299  enzymtekortje
        718    419    299  enzymoloogjes
        718    419    299  enzymologetje
        718    419    299  dihybridetjes
        718    419    299  cultuurheldje
        718    419    299  cultuurbijbel
        718    419    299  cultfiguurtje
        718    419    299  cryptoanalyse
        718    419    299  cryptanalysen
        718    419    299  columboeffect
        718    419    299  cijferschrift
        718    419    299  chauffeusetje
        718    419    299  bodyshopsters
        718    419    299  bodypumpenden
        718    419    299  bochtschildje
        718    419    299  blauwschistje
        718    419    299  blauwschaapje
        718    419    299  babyvoedinkje
        718    419    299  babyveiligste
        718    419    299  babyveiligers
        718    419    299  babyuitzetten
        718    419    299  babystoeltjes
        718    419    299  babyportretje
        718    419    299  babyolifantje
        718    419    299  babylongetjes
        718    419    299  babyfotootjes
        718    419    299  babydolfijnen
        718    419    299  babydievegges
        718    419    299  accubehuizing
        718    410    308  wijfjesbijtje
        718    410    308  cricketclinic
        717    437    280  cyclodextrine
        717    437    280  cyclodextrien
        717    428    289  verkoopquotum
        717    428    289  vangstquotums
        717    428    289  uitgeefcowboy
        717    428    289  tongquotumpje
        717    428    289  suikerquotums
        717    428    289  quectogrammen
        717    428    289  luxevrouwtjes
        717    428    289  koolstofcycli
        717    428    289  hockeyscholen
        717    428    289  hockeyschaats
        717    428    289  hockeymatchen
        717    428    289  ethyleenoxide
        717    428    289  cyclofobietje
        717    428    289  cybermuurtjes
        717    428    289  cyberknuffels
        717    428    289  cryptorchisme
        717    428    289  cryptofonisch
        717    428    289  cowboyverhaal
        717    428    289  cowboyshirtje
        717    428    289  cowboyliefjes
        717    428    289  cowboygespjes
        717    428    289  blikrecycling
        717    428    289  blikrecyclage
        717    419    298  zuilcactusjes
        717    419    298  werpschijfjes
        717    419    298  wegwerpschaal
        717    419    298  wegwachtertje
        717    419    298  wegcircuitjes
        717    419    298  vijgcactusjes
        717    419    298  rouwclowntjes
        717    419    298  reclamevlucht
        717    419    298  pompschachtje
        717    419    298  krukgewichtje
        717    419    298  klepschouwtje
        717    419    298  kerkzwaluwtje
        717    419    298  jubileumlunch
        717    419    298  jongejuffrouw
        717    419    298  hydrodynamica
        717    419    298  dijkschouwtje
        717    419    298  crawlzwemster
        717    419    298  crawlachtigst
        717    419    298  clownsshowtje
        717    419    298  circusweekjes
        717    419    298  chocolawikkel
        717    419    298  chocolawafels
        717    419    298  catwalkachtig
        717    419    298  campuswijkjes
        717    419    298  calculeerwerk
        717    419    298  burgerchickje
        717    419    298  bouwcuratrice
        717    419    298  barbecuelucht
        717    410    307  tumultueuzers
        716    437    279  querytaaltjes
        716    428    288  whiskyflacons
        716    428    288  whiskybranche
        716    428    288  whiskyachtige
        716    428    288  vrouwenequipe
        716    428    288  quizcompagnon
        716    428    288  muurplaquette
        716    428    288  mestquotumpje
        716    428    288  ichtyologisch
        716    428    288  houtrecycling
        716    428    288  houtrecyclage
        716    428    288  hartcyclussen
        716    428    288  curryworstjes
        716    428    288  curryreceptje
        716    428    288  curryachtiger
        716    419    297  zwerfvuilvrij
        716    419    297  zuidvruchtjes
        716    419    297  wichtvrachten
        716    419    297  wichtigmacher
        716    419    297  welzijnscoach
        716    419    297  vuurwerkshows
        716    419    297  vuurgevechtje
        716    419    297  sesquiterpeen
        716    419    297  schrijfbochel
        716    419    297  ponywagentjes
        716    419    297  ponyachtigere
        716    419    297  polycriminele
        716    419    297  polycrimineel
        716    419    297  playbackenden
        716    419    297  nachtzwaluwen
        716    419    297  nachtwachtjes
        716    419    297  myrionymische
        716    419    297  lichtwachters
        716    419    297  inexplicabels
        716    419    297  inexcusabeler
        716    419    297  huurvrouwtjes
        716    419    297  houtschuurtje
        716    419    297  gecyberpesten
        716    419    297  faryngectomie
        716    419    297  demystificere
        716    419    297  demystificeer
        716    419    297  cultuurweekje
        716    419    297  cultschrijver
        716    419    297  cotyledootjes
        716    419    297  copypastester
        716    419    297  cityvormingen
        716    419    297  citytripsters
        716    419    297  citymarketing
        716    419    297  chartervlucht
        716    419    297  calypsoritmen
        716    419    297  buurtwachtjes
        716    410    306  afscheidsfuif
        716    410    306  afschaffinkje
        716    410    306  afschaffertje
        715    428    287  wielerquizjes
        715    428    287  taxichauffeur
        715    428    287  reclamecowboy
        715    428    287  quebrachootje
        715    428    287  dialectquizje
        715    428    287  cyberschurken
        715    428    287  cyberculturen
        715    428    287  cowboyranches
        715    419    296  thuisvluchtje
        715    419    296  schouwburgjes
        715    419    296  schoolcultuur
        715    419    296  propyleumpjes
        715    419    296  onhygienische
        715    419    296  huwelijksfuif
        715    419    296  hobbybeursjes
        715    419    296  geequipeerden
        715    419    296  geaquameerden
        715    419    296  duplexpompjes
        715    419    296  aliquotpianos
        715    410    305  usufructuarii
        715    410    305  opschephulpen
        715    410    305  kajuitjachtje
        715    410    305  geaccoucheerd
        715    410    305  drijfjachtjes
        715    410    305  circumspecten
        715    410    305  chihuahuaatje
        715    410    305  calculatrices
        715    410    305  bacchantische
        714    428    286  sportchequeje
        714    428    286  quitclaimpjes
        714    428    286  postchequejes
        714    428    286  feestchequeje
        714    419    295  zoutschachtje
        714    419    295  yoghurtshakes
        714    419    295  yoghurtsauzen
        714    419    295  yoghurtfirmas
        714    419    295  wegschouwtjes
        714    419    295  vuuroverwicht
        714    419    295  veluxraampjes
        714    419    295  tyfushoertjes
        714    419    295  tyfusgevallen
        714    419    295  recyclerenden
        714    419    295  privehobbytje
        714    419    295  preflexbalkje
        714    419    295  lymfstroompje
        714    419    295  lymfspleetjes
        714    419    295  lymfoblastjes
        714    419    295  lymfkliertjes
        714    419    295  lathyrusbloem
        714    419    295  gelukssymbool
        714    419    295  buxusvlinders
        714    419    295  buxusstruiken
        714    419    295  buxusragetjes
        714    419    295  beautyfarmpje
        714    410    304  zelfhulpgroep
        714    410    304  vijfvleugelig
        714    410    304  vijftigvuldig
        714    410    304  verzuimuurtje
        714    410    304  sushibuffetje
        714    410    304  sulfonzuurtje
        714    410    304  suikercultuur
        714    410    304  schuimcicades
        714    410    304  puzzelprijsje
        714    410    304  pizzabuffetje
        714    410    304  luchtperspomp
        714    410    304  lazuurverfjes
        714    410    304  lachsuccessen
        714    410    304  kubusvormpjes
        714    410    304  knuffeldrugje
        714    410    304  jujubevormigs
        714    410    304  jufferblokjes
        714    410    304  jazzdebuutjes
        714    410    304  hofjesbuurtje
        714    410    304  figuurstukjes
        714    410    304  chocolacakeje
        714    410    304  cachecoeurtje
        714    410    304  buffelkleurig
        714    410    304  accuproductie
        713    428    285  steppelynxjes
        713    428    285  scholenquizje
        713    428    285  hotelchequeje
        713    419    294  zuigreflexjes
        713    419    294  volksmythetje
        713    419    294  schopschijfje
        713    419    294  schaduwwolkje
        713    419    294  schachtgebouw
        713    419    294  rugbyploegjes
        713    419    294  rugbyblessure
        713    419    294  rugbyballetje
        713    419    294  psychrometers
        713    419    294  psychonometje
        713    419    294  psychometrist
        713    419    294  psychiatertje
        713    419    294  psychastheens
        713    419    294  onychofaagjes
        713    419    294  filmmythetjes
        713    419    294  fancommunitys
        713    419    294  fallussymbool
        713    419    294  epicondylusje
        713    419    294  boxcalfsleder
        713    419    294  bobbycammetje
        713    410    303  vuurcultussen
        713    410    303  vruchtzetting
        713    410    303  vruchtvliegen
        713    410    303  vruchtenijsje
        713    410    303  vruchtenhagel
        713    410    303  vruchtelozers
        713    410    303  vrachtprijsje
        713    410    303  vrachtlijstje
        713    410    303  vrachtliftjes
        713    410    303  vluchtoordjes
        713    410    303  vluchtladders
        713    410    303  vluchthoogten
        713    410    303  vluchtgevaren
        713    410    303  vluchtdoosjes
        713    410    303  vluchtafstand
        713    410    303  vluchtadresje
        713    410    303  vlechtrijsjes
        713    410    303  verwijsfoutje
        713    410    303  vakwerkhuisje
        713    410    303  truckafzetjes
        713    410    303  touwbruggetje
        713    410    303  thuliumzoutje
        713    410    303  spachtelputze
        713    410    303  snackbuffetje
        713    410    303  slechtvalkjes
        713    410    303  slechtbijltje
        713    410    303  slachthuisjes
        713    410    303  slachtduifjes
        713    410    303  slachtbijltje
        713    410    303  rouwmuggetjes
        713    410    303  punchlepeltje
        713    410    303  punchkommetje
        713    410    303  procureurstuk
        713    410    303  prachtstukjes
        713    410    303  prachthuisjes
        713    410    303  pluchestoffen
        713    410    303  onscrupuleuze
        713    410    303  omschulpinkje
        713    410    303  oercultuurtje
        713    410    303  muskusparfums
        713    410    303  musculeuzeren
        713    410    303  masculinumpje
        713    410    303  lunchzaaltjes
        713    410    303  lunchtafeltje
        713    410    303  lunchpakketje
        713    410    303  kurkbuffertje
        713    410    303  kluchtspelers
        713    410    303  ketchupkistje
        713    410    303  kauwgummipaal
        713    410    303  kauwgumgeuren
        713    410    303  kauwgumballen
        713    410    303  inschuifhekje
        713    410    303  hulpsheriffje
        713    410    303  hulpbruggetje
        713    410    303  hiphopchickie
        713    410    303  hefwerktuigje
        713    410    303  grachthuisjes
        713    410    303  gezwelvormpje
        713    410    303  geschutperkje
        713    410    303  geschutparkje
        713    410    303  geschuffelden
        713    410    303  fluweelstofje
        713    410    303  fluweelslakje
        713    410    303  fluctuerinkje
        713    410    303  eetcultuurtje
        713    410    303  eercultuurtje
        713    410    303  douchemutsjes
        713    410    303  diplococcusje
        713    410    303  burchtzaatjes
        713    410    303  burchtheertje
        713    410    303  bouwverlofjes
        713    410    303  bouwpauzetjes
        713    410    303  bouwfraudeurs
        713    410    303  bouwbureautje
        713    410    303  bouwbudgetjes
        713    410    303  bouwbedrijfje
        713    410    303  blacklightjes
        713    410    303  beschuitkruim
        713    410    303  beschuitkleur
        713    410    303  babbelzuchtig
        713    410    303  afschutseltje
        713    410    303  afschuivinkje
        713    410    303  afschuimlepel
        713    410    303  afschermhekje
        712    428    284  pulsoxymeters
        712    419    293  vrouwenglossy
        712    419    293  vechtreflexen
        712    419    293  vechterstypes
        712    419    293  textuurverfje
        712    419    293  techsavvysten
        712    419    293  sherrykuurtje
        712    419    293  securityguard
        712    419    293  pythagorische
        712    419    293  privacyknopje
        712    419    293  machotypetjes
        712    419    293  lymfklierscan
        712    419    293  luchtanalyses
        712    419    293  ijshockeyfans
        712    419    293  excuusbrieven
        712    419    293  dysfemistisch
        712    419    293  cervixstiftje
        712    410    302  zwijmelkelkje
        712    410    302  zwijmelgiftje
        712    410    302  zwijmelgifjes
        712    410    302  zuivelproduct
        712    410    302  zuchtigheidje
        712    410    302  zenuwimpulsje
        712    410    302  zenuwblessuur
        712    410    302  zelfverwijtje
        712    410    302  zelfcultussen
        712    410    302  zelfafwijzing
        712    410    302  zakuurwerkjes
        712    410    302  vrouwtjeszalm
        712    410    302  vrouwtjesvalk
        712    410    302  vrouwtjesduif
        712    410    302  vrouwenjurkje
        712    410    302  vrouwenfiguur
        712    410    302  vochtverbruik
        712    410    302  vleugelschild
        712    410    302  vleugelbackje
        712    410    302  visumplichtig
        712    410    302  vijzelschroef
        712    410    302  vijfwekelijks
        712    410    302  vijfslachtigs
        712    410    302  vijfschillige
        712    410    302  vijfscheutige
        712    410    302  vijfcijferigs
        712    410    302  verzuimcijfer
        712    410    302  verzuchtinkje
        712    410    302  vervluchtigde
        712    410    302  verhaalschuld
        712    410    302  verfschelpjes
        712    410    302  vechtpauzetje
        712    410    302  vacuumvaatjes
        712    410    302  vacuumglaasje
        712    410    302  vacuumfilters
        712    410    302  turfkacheltje
        712    410    302  truffelachtig
        712    410    302  trouwalbumpje
        712    410    302  tikjuffrouwen
        712    410    302  texmexbandjes
        712    410    302  terugvluchten
        712    410    302  terugschrijft
        712    410    302  tachtigjukkig
        712    410    302  subjunctiefje
        712    410    302  structuurtjes
        712    410    302  stofschuifjes
        712    410    302  stofschijfjes
        712    410    302  stijgvluchten
        712    410    302  slojdcursusje
        712    410    302  slijkschelpje
        712    410    302  sleutelclubje
        712    410    302  scrupuleuzere
        712    410    302  schuurvoetjes
        712    410    302  schuurvaatjes
        712    410    302  schuurtrommel
        712    410    302  schuurplaatje
        712    410    302  schuurpaaltje
        712    410    302  schuurlaagjes
        712    410    302  schuurklampen
        712    410    302  schuurfeestje
        712    410    302  schuurbordjes
        712    410    302  schutsluisjes
        712    410    302  schurftvrijen
        712    410    302  schurftlaagje
        712    410    302  schulpvormige
        712    410    302  schulptrekjes
        712    410    302  schulpraampje
        712    410    302  schulpkraagje
        712    410    302  schuldvraagje
        712    410    302  schuldslaafje
        712    410    302  schuldenputje
        712    410    302  schuldbriefje
        712    410    302  schuitvormpje
